model,provider,variant,intervention,outcome,ate,rationale,log
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),belief_post,1.5,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),concern_mean,0.5,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),policy_general,0.7,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),policy_specific_mean,0.6,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),behavior_mean,0.4,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),donation_ams,0.02,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Measurement & modeling (2),newsletter_signup,0.001,"The message offers a factual, competence‑focused portrayal of climate scientists, which tends to raise trust and perceived accuracy modestly but is unlikely to shift strongly held policy or behavioral intentions. Ceiling effects among Democrats and limited political resonance keep average effects small, while any backfire among Republicans is offset by modest gains among the rest, yielding near‑zero changes for concrete behaviors like signing up or donating.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Former skeptics,trust_multidimensional,0.9,"The former‑skeptic narrative provides a modest credibility boost, especially for Republicans and independents, but most respondents are already near the ceiling on trust, limiting average gains. Consequently, we expect small positive shifts (≈0.5‑1 point) on trust‑related and belief items, slightly larger on composite measures that capture role expectations, while behavioral and real‑world actions remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Former skeptics,trust_post,0.7,"The former‑skeptic narrative provides a modest credibility boost, especially for Republicans and independents, but most respondents are already near the ceiling on trust, limiting average gains. Consequently, we expect small positive shifts (≈0.5‑1 point) on trust‑related and belief items, slightly larger on composite measures that capture role expectations, while behavioral and real‑world actions remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Former skeptics,distrust_post,-0.7,"The former‑skeptic narrative provides a modest credibility boost, especially for Republicans and independents, but most respondents are already near the ceiling on trust, limiting average gains. Consequently, we expect small positive shifts (≈0.5‑1 point) on trust‑related and belief items, slightly larger on composite measures that capture role expectations, while behavioral and real‑world actions remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Former skeptics,funding_perceptions,0.5,"The former‑skeptic narrative provides a modest credibility boost, especially for Republicans and independents, but most respondents are already near the ceiling on trust, limiting average gains. Consequently, we expect small positive shifts (≈0.5‑1 point) on trust‑related and belief items, slightly larger on composite measures that capture role expectations, while behavioral and real‑world actions remain essentially unchanged.",20260818-154105-153d91
gptoss,groq,methodologist-pre-s7,Former skeptics,policy_role_mean,0.8,"The former‑skeptic narrative provides a modest credibility boost, especially for Republicans and independents, but most respondents are already near the ceiling on trust, limiting average gains. Consequently, we expect small positive shifts (≈0.5‑1 point) on trust‑related and belief items, slightly larger on composite measures that capture role expectations, while behavioral and real‑world actions remain essentially unchanged.",20260818-154105-153d91
